,geometry,top_tags,name,centroids,lon,lat,top_category
72,"POLYGON ((-122.4710352 37.773334, -122.4702814 37.7755339, -122.4692429 37.777109, -122.46858534724406 37.77719092913669, -122.46500985000002 37.775119399999994, -122.4644387 37.7736877, -122.4710352 37.773334))","place of worship, religion christian, public bookcase, religion buddhist, bicycle rental",Cluster # 72: ['10th Avenue' 'Balboa Street'],POINT (-122.46796379099096 37.77491444686363),-122.46796379099096,37.77491444686363,place of worship
73,"POLYGON ((-122.39913812656997 37.72306075458111, -122.4024683 37.7241659, -122.403236 37.7260145, -122.39913812656997 37.72306075458111))","fuel, asian, restaurant, religion christian, pub",Cluster # 73: Paul Avenue,POINT (-122.40161414218998 37.7244137181937),-122.40161414218998,37.7244137181937,fuel
74,"POLYGON ((-122.47515013145966 37.804755481029474, -122.47567284052184 37.807783255783555, -122.47522576536042 37.80753685400897, -122.4752072 37.8073992, -122.47515013145966 37.804755481029474))","cafe, religion christian, wheelchair, outdoor seating, place of worship",Cluster # 74: ['Storey Avenue' 'Vista Access Road'],POINT (-122.47534452504746 37.80668769506232),-122.47534452504746,37.80668769506232,cafe
75,"POLYGON ((-122.4046726 37.7928254, -122.405058 37.7936124, -122.4051279 37.7943439, -122.40468830844463 37.79540989157879, -122.4043661 37.7955186, -122.4029006 37.7946296, -122.4036156 37.7937986, -122.4046726 37.7928254))","restaurant, wheelchair, cafe, chinese, fast food",Cluster # 75: Kearny Street,POINT (-122.40422948017861 37.79429355369953),-122.40422948017861,37.79429355369953,restaurant
76,"POLYGON ((-122.4035389 37.7897466, -122.4037986 37.7903685, -122.4034027 37.7909881, -122.4026733 37.7917415, -122.402112 37.7918595, -122.4010896 37.7912711, -122.401892 37.7901933, -122.4034972 37.7897492, -122.4035389 37.7897466))","restaurant, cafe, wheelchair, vending machine, coffee shop",Cluster # 76: Montgomery Street,POINT (-122.40251054080848 37.79081030248979),-122.40251054080848,37.79081030248979,restaurant
77,"POLYGON ((-122.420808 37.8266612, -122.42356987377816 37.82726801663209, -122.4212866 37.8268874, -122.420808 37.8266612))","clock, mortuary, ferry terminal, drink:beer, steak house",Cluster # 77: [],POINT (-122.42188815792606 37.8269388722107),-122.42188815792606,37.8269388722107,clock
78,"POLYGON ((-122.4394337 37.7434668, -122.439809 37.7434901, -122.4400485 37.7438558, -122.44044881370517 37.744877771327765, -122.4380266 37.7460417, -122.4394337 37.7434668))","wheelchair, restaurant, religion christian, place of worship, cafe",Cluster # 78: Diamond Heights Boulevard,POINT (-122.43937590604168 37.74469910643272),-122.43937590604168,37.74469910643272,wheelchair
79,"POLYGON ((-122.4305216 37.7716958, -122.4313245 37.7718999, -122.431664 37.7720644, -122.4313888 37.7721064, -122.4302258 37.7722509, -122.4297398 37.7723075, -122.4292563 37.772361, -122.428949 37.772392, -122.4289429 37.7722288, -122.4305216 37.7716958))","restaurant, fast food, diet:vegetarian, diet:vegan, japanese",Cluster # 79: Haight Street,POINT (-122.4302705500721 37.7720580257173),-122.4302705500721,37.7720580257173,restaurant
80,"POLYGON ((-122.4228252 37.7941174, -122.4268815 37.7945631, -122.4238135 37.7965516, -122.4221183 37.7967569, -122.42152671523783 37.796375554574105, -122.4206235410751 37.79567213494107, -122.4212799 37.7943038, -122.421788 37.7941799, -122.4228252 37.7941174))","restaurant, cafe, wheelchair, outdoor seating, coffee shop",Cluster # 80: Polk Street,POINT (-122.4232626966074 37.79529421310658),-122.4232626966074,37.79529421310658,restaurant
81,"POLYGON ((-122.4207002 37.7244078, -122.42420678670817 37.724519636894115, -122.417749 37.7246535, -122.4207002 37.7244078))","place of worship, denomination catholic, religion hindu, public bookcase, religion christian",Cluster # 81: Avalon Avenue,POINT (-122.42088532890274 37.724526978964704),-122.42088532890274,37.724526978964704,place of worship
82,"POLYGON ((-122.39766185308734 37.760123207086245, -122.3991043 37.7620092, -122.39641796726703 37.764938738254486, -122.3951557169325 37.7637019190563, -122.3944174 37.7625973, -122.39766185308734 37.760123207086245))","restaurant, outdoor seating, cafe, regional, wheelchair",Cluster # 82: 18th Street,POINT (-122.39679815165262 37.76249718419238),-122.39679815165262,37.76249718419238,restaurant
83,"POLYGON ((-122.427116 37.783545, -122.42942030962186 37.78520604467244, -122.4301609 37.7866369, -122.4291488 37.7885986, -122.4283227 37.7875633, -122.4265763 37.783593, -122.427116 37.783545))","restaurant, japanese, indoor seating, ramen, place of worship",Cluster # 83: Post Street,POINT (-122.42852698372117 37.785954615502455),-122.42852698372117,37.785954615502455,restaurant
84,"POLYGON ((-122.50431521867446 37.74155355372457, -122.5053439988493 37.74157778282217, -122.5049293 37.7418768, -122.5047802 37.7419005, -122.504457 37.7419065, -122.50431521867446 37.74155355372457))","restaurant, cafe, bar, live music, chinese",Cluster # 84: Taraval Street,POINT (-122.50475890471459 37.7417102604101),-122.50475890471459,37.7417102604101,restaurant
85,"POLYGON ((-122.4232552 37.7763144, -122.4236198 37.7767094, -122.4241711 37.7777921, -122.4233551 37.7795535, -122.4225471 37.7798698, -122.42102073487457 37.77954577936056, -122.420826452444 37.77903085192219, -122.42090460519185 37.778575123926196, -122.4216559 37.7769407, -122.4232552 37.7763144))","restaurant, wheelchair, bar, outdoor seating, drink:wine",Cluster # 85: Hayes Street,POINT (-122.42250654468265 37.77820120393211),-122.42250654468265,37.77820120393211,restaurant
86,"POLYGON ((-122.44909105288174 37.7685272416755, -122.45012 37.7694781, -122.4497246 37.7697718, -122.44813187297548 37.77013697229392, -122.4472764 37.7698733, -122.44909105288174 37.7685272416755))","diet:vegetarian, pub, restaurant, fast food, diet:vegan",Cluster # 86: Haight Street,POINT (-122.44878772801346 37.7694579283404),-122.44878772801346,37.7694579283404,diet:vegetarian
87,"POLYGON ((-122.4234194732726 37.753748134809754, -122.4234959 37.7552436, -122.4213348 37.7573788, -122.4209442 37.7567276, -122.4203609 37.7552248, -122.421068 37.7546305, -122.4234194732726 37.753748134809754))","restaurant, cafe, bar, diet:vegan, wheelchair",Cluster # 87: Valencia Street,POINT (-122.42197179629383 37.75541174173691),-122.42197179629383,37.75541174173691,restaurant
88,"POLYGON ((-122.3981725 37.7970057, -122.39847860857243 37.79732926611117, -122.3996059 37.8002614, -122.3987128 37.8010257, -122.3967421 37.8023257, -122.396577 37.7985047, -122.3981725 37.7970057))","cafe, restaurant, bicycle rental, spanish, studio television",Cluster # 88: ['Davis Street' 'Front Street'],POINT (-122.39786411332139 37.79965202861676),-122.39786411332139,37.79965202861676,cafe
89,"POLYGON ((-122.38691807160374 37.74664300288643, -122.390145 37.7515396, -122.3864925 37.75010545, -122.3858699 37.7496855, -122.38691807160374 37.74664300288643))","outdoor seating, craft brewery, cafe, theatre, bicycle rental",Cluster # 89: ['26th Street' 'Marin Street'],POINT (-122.38763849207493 37.74933681504936),-122.38763849207493,37.74933681504936,outdoor seating
90,"POLYGON ((-122.443761 37.7986206, -122.4430333 37.8000657, -122.441971 37.800321, -122.4393734 37.8005266, -122.4390753 37.8003603, -122.4388599 37.7996575, -122.4423912 37.7988645, -122.443761 37.7986206))","restaurant, outdoor seating, bank, cafe, wheelchair",Cluster # 90: Chestnut Street,POINT (-122.44134466404715 37.79969248192966),-122.44134466404715,37.79969248192966,restaurant
91,"POLYGON ((-122.43725334791543 37.796212255455806, -122.43896018613827 37.79920287386968, -122.4380264 37.7997627, -122.4363461 37.8005116, -122.435204 37.7997929, -122.4344795 37.7973194, -122.4352145475916 37.79698451875381, -122.43725334791543 37.796212255455806))","restaurant, cafe, bar, italian, japanese",Cluster # 91: ['Fillmore Street' 'Union Street'],POINT (-122.43661098241611 37.798410580820885),-122.43661098241611,37.798410580820885,restaurant
92,"POLYGON ((-122.4386126 37.7509553, -122.44109398586032 37.75313835048276, -122.4387583 37.7555581, -122.435596 37.7513012, -122.4364611 37.7510539, -122.4386126 37.7509553))","restaurant, cafe, denomination roman catholic, place of worship, service times",Cluster # 92: Diamond Street,POINT (-122.43844065307951 37.75284534611009),-122.43844065307951,37.75284534611009,restaurant
93,"POLYGON ((-122.4510188 37.7275448, -122.4523795 37.7313703, -122.4513031 37.7316982, -122.44797209165814 37.73183776099586, -122.4479698 37.7318373, -122.44691481416643 37.73051728400872, -122.4510188 37.7275448))","restaurant, asian, cafe, sushi, bar], dtype=object)",Cluster # 93: Monterey Boulevard,POINT (-122.44988226849125 37.7302092030099),-122.44988226849125,37.7302092030099,restaurant
94,"POLYGON ((-122.49810939237989 37.751166329597176, -122.4977774 37.7534522, -122.49618413978314 37.75497593559946, -122.4960828 37.7535418, -122.49810939237989 37.751166329597176))","place of worship, religion christian, denomination baptist, diet:vegan, dessert",Cluster # 94: Noriega Street,POINT (-122.49707404869609 37.753213114590366),-122.49707404869609,37.753213114590366,place of worship
95,"POLYGON ((-122.4219251 37.7670162, -122.4223476 37.7679437, -122.4225145 37.7686733, -122.4226263 37.7704381, -122.4193302 37.7698358, -122.41846658636486 37.76932297449242, -122.41947870605404 37.76850597138324, -122.4219251 37.7670162))","restaurant, wheelchair, drink:beer, pub, diet:vegetarian",Cluster # 95: Valencia Street,POINT (-122.4209947771886 37.768952907376885),-122.4209947771886,37.768952907376885,restaurant
96,"POLYGON ((-122.4188971790219 37.782906351899115, -122.4190187 37.7829665, -122.4196454 37.7839089, -122.41884195322548 37.78479789700081, -122.4179285 37.784526, -122.4169845 37.7842017, -122.4160942 37.7838049, -122.4173562 37.7831103, -122.4188971790219 37.782906351899115))","restaurant, vietnamese, wheelchair, fast food, cafe",Cluster # 96: Larkin Street,POINT (-122.41811001810993 37.78379376243158),-122.41811001810993,37.78379376243158,restaurant
97,"POLYGON ((-122.37556634298885 37.73147357220538, -122.37776337396818 37.733411603878785, -122.37535957067298 37.7320810454327, -122.37556634298885 37.73147357220538))","place of worship, cafe, religion christian, events venue, steak house",Cluster # 97: Innes Avenue,POINT (-122.37622976254332 37.73232207383896),-122.37622976254332,37.73232207383896,place of worship
98,"POLYGON ((-122.4147641 37.7571569, -122.416616859118 37.758654543590424, -122.4167358 37.7588872, -122.41508908640553 37.76015165501284, -122.4146785 37.7604101, -122.4140579 37.7574745, -122.4147641 37.7571569))","restaurant, mexican, fire station, asian, sandwich",Cluster # 98: Folsom Street,POINT (-122.41519093890959 37.75869565521067),-122.41519093890959,37.75869565521067,restaurant
99,"POLYGON ((-122.49072 37.732494, -122.4919071 37.7342846, -122.4892973 37.733795, -122.4898996 37.7325339, -122.4899746 37.7325296, -122.49072 37.732494))","fast food, bagel, bank, thai, coffee shop], dtype=object)",Cluster # 99: ['Lakeshore Plaza' 'Sloat Boulevard'],POINT (-122.4905089018233 37.733408861334574),-122.4905089018233,37.733408861334574,fast food
100,"POLYGON ((-122.4847575 37.7789128, -122.48603935805383 37.77900251707744, -122.487289 37.7798417, -122.4872443 37.7801731, -122.4862562 37.7820837, -122.485728 37.782124, -122.484356 37.7821911, -122.4840003 37.7819582, -122.48393566151498 37.779910281605275, -122.4847575 37.7789128))","restaurant, outdoor seating, chinese, cafe, place of worship",Cluster # 100: Geary Boulevard,POINT (-122.48543382654388 37.78056637725537),-122.48543382654388,37.78056637725537,restaurant
101,"POLYGON ((-122.4209499 37.7849617, -122.4232955 37.7852092, -122.42347199207677 37.7857466065798, -122.4224892 37.7873676, -122.4215762 37.7878176, -122.4199558 37.7875516, -122.4191224249716 37.78720262337194, -122.419763 37.7851535, -122.4209499 37.7849617))","restaurant, indoor seating, place of worship, japanese, religion christian",Cluster # 101: ['Polk Street' 'Van Ness Avenue'],POINT (-122.42124678593218 37.786313566077276),-122.42124678593218,37.786313566077276,restaurant
102,"POLYGON ((-122.389698 37.7387017, -122.3903856 37.7441774, -122.3861526 37.7446387, -122.3872984 37.7415975, -122.38897864841267 37.73887662549742, -122.389698 37.7387017))","fast food, fuel, bank, restaurant, telephone",Cluster # 102: 3rd Street,POINT (-122.38859988536144 37.74222975303224),-122.38859988536144,37.74222975303224,fast food
103,"POLYGON ((-122.416034 37.801569, -122.4169157 37.8035397, -122.4169631 37.8047809, -122.4166629 37.8050928, -122.41410471862359 37.804449384544945, -122.4131205 37.8038845, -122.4129815 37.8019801, -122.416034 37.801569))","wheelchair, restaurant, cafe, bicycle rental, bar",Cluster # 103: Columbus Avenue,POINT (-122.41504240256846 37.803265876512974),-122.41504240256846,37.803265876512974,wheelchair
104,"POLYGON ((-122.3945225 37.7254574, -122.3949454 37.7279289, -122.39287614897775 37.729452075954, -122.3923837 37.7294864, -122.3923622 37.7294823, -122.391499 37.7268873, -122.3945225 37.7254574))","cafe, restaurant, place of worship, coffee shop, religion christian",Cluster # 104: 3rd Street,POINT (-122.39330039817166 37.72749294666818),-122.39330039817166,37.72749294666818,cafe
105,"POLYGON ((-122.4376410123088 37.775528072360764, -122.4380591 37.7755565, -122.4383154830752 37.77575653493923, -122.4388536 37.7766699, -122.43869819685119 37.77816191938512, -122.4368448 37.779064, -122.4376410123088 37.775528072360764))","restaurant, bar, diet:vegetarian, diet:vegan, cafe",Cluster # 105: Divisadero Street,POINT (-122.43792090419586 37.77728378695819),-122.43792090419586,37.77728378695819,restaurant
106,"POLYGON ((-122.45860225522323 37.7108619859372, -122.4615941 37.7138373, -122.4615973556461 37.71385651964706, -122.4593191938599 37.71622327452168, -122.45438750263982 37.71349397229859, -122.45476302304905 37.712506025103885, -122.455625 37.7117689, -122.45860225522323 37.7108619859372))","place of worship, religion christian, denomination baptist, denomination african methodist episcopal, denomination pentecostal",Cluster # 106: Broad Street,POINT (-122.45806835217485 37.713413721626466),-122.45806835217485,37.713413721626466,place of worship
107,"POLYGON ((-122.39278139541658 37.77238145528207, -122.3916981 37.7738959, -122.3863939 37.7750372, -122.38716215099433 37.77430085964015, -122.3891338 37.7728017, -122.39278139541658 37.77238145528207))","diet:vegetarian, wheelchair, outdoor seating, restaurant, cafe",Cluster # 107: 4th Street,POINT (-122.38980853734256 37.77359621992442),-122.38980853734256,37.77359621992442,diet:vegetarian
108,"POLYGON ((-122.4336925 37.7873439, -122.43579522399092 37.78842782124243, -122.4358288 37.7888814, -122.43496298100716 37.79269346553133, -122.4344334 37.7926907, -122.42985613386365 37.789680503069256, -122.433406 37.7874194, -122.4336925 37.7873439))","restaurant, cafe, coffee shop, wheelchair, outdoor seating",Cluster # 108: Fillmore Street,POINT (-122.43342690441479 37.7898523479046),-122.43342690441479,37.7898523479046,restaurant
109,"POLYGON ((-122.50265847290225 37.77896788569959, -122.5035766619406 37.779443863885945, -122.50402724443032 37.78264022910957, -122.5040236 37.7826886, -122.5011516 37.7845609, -122.499634 37.7853217, -122.50265847290225 37.77896788569959))","denomination seventh day adventist, restaurant, fire station, pharmacy, religion christian",Cluster # 109: ['Geary Boulevard' 'Point Lobos Avenue'],POINT (-122.50224927935476 37.78214553582312),-122.50224927935476,37.78214553582312,denomination seventh day adventist
110,"POLYGON ((-122.4132098 37.7793779, -122.4152583 37.7818021, -122.414268 37.7826696, -122.41182659222203 37.78146620600521, -122.4115542 37.7809842, -122.4128829 37.7796172, -122.4132098 37.7793779))","restaurant, place of worship, mexican, bicycle rental, theatre",Cluster # 110: Market Street,POINT (-122.41339321473892 37.78114049617812),-122.41339321473892,37.78114049617812,restaurant
111,"POLYGON ((-122.4150609 37.7863883, -122.4161482 37.7864667, -122.41669324998648 37.787077233294916, -122.4170536 37.7885606, -122.4148353 37.7885477, -122.4136773 37.7877429, -122.41434622159227 37.786389149357554, -122.4150609 37.7863883))","wheelchair, restaurant, fast food, cafe, indoor seating",Cluster # 111: Geary Street,POINT (-122.41540774105977 37.78752129558228),-122.41540774105977,37.78752129558228,wheelchair
112,"POLYGON ((-122.5102178 37.7694735, -122.5100026 37.7747769, -122.5060545 37.7751835, -122.5059293251705 37.77322754208122, -122.5099836 37.7694736, -122.5102178 37.7694735))","restaurant, chinese, sandwich, vending machine, fast food",Cluster # 112: Cabrillo Street,POINT (-122.50836372066367 37.77292555337958),-122.50836372066367,37.77292555337958,restaurant
113,"POLYGON ((-122.4174393 37.7492233, -122.4183784 37.7495703, -122.41860677960668 37.75097546151381, -122.4185898 37.7518268, -122.4185772 37.7518706, -122.4180053 37.7523728, -122.4179087 37.7523856, -122.4162912 37.7508668, -122.4174393 37.7492233))","restaurant, mexican, bank, bar, telephone",Cluster # 113: Mission Street,POINT (-122.41766031296059 37.75077985406018),-122.41766031296059,37.75077985406018,restaurant
114,"POLYGON ((-122.4066259 37.7925243, -122.4073814 37.7933383, -122.407062 37.7940933, -122.4069478 37.794329, -122.4058326 37.7945342, -122.4055601 37.7942898, -122.4051183 37.7927492, -122.4062138 37.7925492, -122.4066259 37.7925243))","restaurant, cafe, chinese, place of worship, wheelchair",Cluster # 114: Grant Avenue,POINT (-122.40623618539666 37.793486047643945),-122.40623618539666,37.793486047643945,restaurant
115,"POLYGON ((-122.4562991 37.78085, -122.4602753 37.7810196, -122.4587554 37.7815365, -122.456055 37.7816183, -122.4562991 37.78085))","restaurant, bank, chinese, bicycle rental, cafe",Cluster # 115: Geary Boulevard,POINT (-122.4577814830086 37.78122924858882),-122.4577814830086,37.78122924858882,restaurant
116,"POLYGON ((-122.3951729 37.7795947, -122.3989875 37.781512, -122.3989507 37.7815359, -122.3976309 37.7821751, -122.393395 37.7831869, -122.393117 37.7824865, -122.3933234 37.781232, -122.394321 37.779906, -122.3945941 37.7796588, -122.3951729 37.7795947))","restaurant, cafe, outdoor seating, japanese, mexican",Cluster # 116: 3rd Street,POINT (-122.3954911191675 37.78143675488608),-122.3954911191675,37.78143675488608,restaurant
117,"POLYGON ((-122.45998785445813 37.74900267349506, -122.4609259 37.7495038, -122.46097905565382 37.74983053859921, -122.45998785445813 37.74900267349506))","studio, social centre, community centre, studio radio, religion christian",Cluster # 117: Laguna Honda Boulevard,POINT (-122.46063093670398 37.7494456706981),-122.46063093670398,37.7494456706981,studio
118,"POLYGON ((-122.48078067486412 37.741164132243696, -122.4833491 37.7425918, -122.4824066 37.742896, -122.47934174157558 37.74314604988768, -122.47913287379453 37.74266233806862, -122.48078067486412 37.741164132243696))","cafe, sandwich, restaurant, fast food, bar",Cluster # 118: Taraval Street,POINT (-122.48102507894461 37.74234850499069),-122.48102507894461,37.74234850499069,cafe
119,"POLYGON ((-122.44911893749509 37.80575607372695, -122.4469475 37.8072388, -122.4425648 37.8077198, -122.44746103683799 37.805848065299145, -122.44911893749509 37.80575607372695))","bar, cafe, clock, community centre, coffee shop",Cluster # 119: East Beach Road,POINT (-122.4462664275577 37.80675319406888),-122.4462664275577,37.80675319406888,bar
120,"POLYGON ((-122.423609 37.7403703, -122.4231333 37.7422006, -122.4215154 37.7433502, -122.4211433 37.7432455, -122.4212785 37.7429597, -122.4225886 37.7411013, -122.4227497 37.7408833, -122.423609 37.7403703))","restaurant, wheelchair, indian, fuel, pizza], dtype=object)",Cluster # 120: Mission Street,POINT (-122.42249070276844 37.74196211756434),-122.42249070276844,37.74196211756434,restaurant
121,"POLYGON ((-122.453191 37.786217, -122.4537204 37.7872218, -122.45275788763212 37.78774023951512, -122.450227 37.786642, -122.45058245355521 37.78649723545924, -122.45126604356257 37.78640845865767, -122.4520296 37.786311250000004, -122.453191 37.786217))","outdoor seating, restaurant, wheelchair, bank, cafe",Cluster # 121: ['California Street' 'Sacramento Street'],POINT (-122.45226655411754 37.78688030380965),-122.45226655411754,37.78688030380965,outdoor seating
122,"POLYGON ((-122.488967 37.761, -122.489718 37.7610264, -122.4907775 37.7612253, -122.48663187767146 37.76480524045148, -122.4847657 37.7631135, -122.4862929 37.7611634, -122.488967 37.761))","restaurant, place of worship, chinese, cafe, religion christian",Cluster # 122: Judah Street,POINT (-122.48741090721207 37.76250911747979),-122.48741090721207,37.76250911747979,restaurant
123,"POLYGON ((-122.4766185 37.7802666, -122.4767167 37.7805987, -122.4765936 37.7841621, -122.47279469999998 37.780362200000006, -122.4766185 37.7802666))","restaurant, cafe, vending machine, chinese, japanese",Cluster # 123: Geary Boulevard,POINT (-122.47536902804212 37.78159898240659),-122.47536902804212,37.78159898240659,restaurant
124,"POLYGON ((-122.4448572 37.7828529, -122.44683298378182 37.7856071373919, -122.44461868902903 37.784427930535216, -122.44261613233218 37.78314303387656, -122.4448572 37.7828529))","place of worship, religion christian, denomination baptist, fire station, fast food",Cluster # 124: Post Street,POINT (-122.44476345252356 37.78390281835686),-122.44476345252356,37.78390281835686,place of worship
125,"POLYGON ((-122.40324368427201 37.77331042586556, -122.40564047678704 37.77390715298108, -122.40463396047647 37.77730621245056, -122.4038409 37.7772743, -122.4024109 37.7766868, -122.402276 37.7760496, -122.40324368427201 37.77331042586556))","restaurant, vietnamese, social facility, music school, nightclub",Cluster # 125: Bryant Street,POINT (-122.40390957905791 37.77532971517047),-122.40390957905791,37.77532971517047,restaurant
126,"POLYGON ((-122.46928783281264 37.767693731865755, -122.46982144999998 37.7703911, -122.4689181 37.7709717, -122.467814 37.7714294, -122.4637625 37.7694721, -122.46928783281264 37.767693731865755))","fountain, cafe, clock, theatre, japanese",Cluster # 126: [],POINT (-122.46747040809844 37.76962039708573),-122.46747040809844,37.76962039708573,fountain
127,"POLYGON ((-122.4456082 37.7732116, -122.4478193 37.7736172, -122.4484428 37.7773621, -122.4454126 37.7761784, -122.4444308 37.774997, -122.4442584 37.7742849, -122.4456082 37.7732116))","cafe, diet:vegetarian, restaurant, pub, diet:vegan",Cluster # 127: Fulton Street,POINT (-122.4465000113773 37.775075239898236),-122.4465000113773,37.775075239898236,cafe
128,"POLYGON ((-122.3991709 37.7888185, -122.3999644 37.7889448, -122.4005267 37.7901405, -122.4009518 37.7913203, -122.3997805 37.7914529, -122.3990278 37.79132195, -122.3969894 37.7909092, -122.397598 37.7895579, -122.3984977 37.7888438, -122.3991709 37.7888185))","restaurant, cafe, fast food, wheelchair, mexican",Cluster # 128: ['1st Street' 'Market Street'],POINT (-122.3990373777489 37.790221061889696),-122.3990373777489,37.790221061889696,restaurant
129,"POLYGON ((-122.4196935 37.8035397, -122.423161 37.805207, -122.42332 37.8054068, -122.4235004 37.8064235, -122.4205641 37.8058128, -122.4196935 37.8035397))","restaurant, cafe, indoor seating, outdoor seating, vending machine",Cluster # 129: North Point Street,POINT (-122.42159761534487 37.80518964820556),-122.42159761534487,37.80518964820556,restaurant
130,"POLYGON ((-122.5052302 37.7565062, -122.4985331429206 37.75738707097887, -122.501673 37.7566948, -122.5052302 37.7565062))","place of worship, religion christian, cafe, denomination baptist, denomination catholic",Cluster # 130: Lawton St,POINT (-122.50181211430686 37.756862690326294),-122.50181211430686,37.756862690326294,place of worship
131,"POLYGON ((-122.473603 37.7603045, -122.47673135 37.7614932, -122.47677708761039 37.76186154603291, -122.47630764274938 37.76337172998097, -122.47212311302656 37.76643410945182, -122.47084802348358 37.762442524325394, -122.473603 37.7603045))","restaurant, cafe, religion christian, place of worship, japanese",Cluster # 131: Irving Street,POINT (-122.47366044490896 37.76300757908074),-122.47366044490896,37.76300757908074,restaurant
132,"POLYGON ((-122.4065117 37.7829379, -122.4067877 37.7831569, -122.4068367 37.783201, -122.4070397 37.7835636, -122.4071525 37.7854639, -122.4056853 37.7861393, -122.405169 37.7862022, -122.4050282 37.7859932, -122.40406914391531 37.7830691371806, -122.4059551 37.7829504, -122.4065117 37.7829379))","restaurant, fast food, wheelchair, cafe, american",Cluster # 132: ['Market Street' 'Mission Street'],POINT (-122.40574878410925 37.78440062766979),-122.40574878410925,37.78440062766979,restaurant
133,"POLYGON ((-122.3929075 37.7899308, -122.3938642 37.7903065, -122.394657 37.7918446, -122.3943554 37.7925355, -122.3941616 37.7927956, -122.3937195 37.7933145, -122.393033 37.79377, -122.392177 37.793083, -122.391506 37.792511, -122.3929075 37.7899308))","restaurant, wheelchair, post office, coffee shop, bank",Cluster # 133: Spear Street,POINT (-122.39315231260667 37.79190250515109),-122.39315231260667,37.79190250515109,restaurant
134,"POLYGON ((-122.43172058196075 37.77986241780451, -122.43336947382804 37.78212837756703, -122.4326084 37.7835237, -122.4310999 37.783336399999996, -122.4286148 37.7826633, -122.4305999 37.7799297, -122.43172058196075 37.77986241780451))","restaurant, religion christian, place of worship, fast food, cafe",Cluster # 134: Fillmore Street,POINT (-122.43118274468637 37.7818483776051),-122.43118274468637,37.7818483776051,restaurant
135,"POLYGON ((-122.420689 37.7897377, -122.4220729 37.7902253, -122.420991 37.7912435, -122.4207198 37.791365, -122.4192372 37.7910697, -122.4191625 37.7906559, -122.4192461 37.7899279, -122.4192753 37.7898768, -122.420689 37.7897377))","restaurant, cafe, fast food, wheelchair, bar",Cluster # 135: Polk Street,POINT (-122.42041807964792 37.790502327248475),-122.42041807964792,37.790502327248475,restaurant
136,"POLYGON ((-122.4738933 37.7176569, -122.4784119 37.7181482, -122.4776102 37.7182407, -122.4741388 37.7179072, -122.4738933 37.7176569))","restaurant, vending machine, pizza, burger, cafe",Cluster # 136: Cambon Drive,POINT (-122.47593734273849 37.7179757237431),-122.47593734273849,37.7179757237431,restaurant
137,"POLYGON ((-122.4614374 37.7813471, -122.4621906 37.7833958, -122.46085060569109 37.7852733349238, -122.459216 37.7833059, -122.4592197 37.7830635, -122.4606303 37.7813743, -122.4607762 37.7813625, -122.4614374 37.7813471))","restaurant, wheelchair, indoor seating, outdoor seating, cafe",Cluster # 137: Clement Street,POINT (-122.46077662979603 37.78315380774189),-122.46077662979603,37.78315380774189,restaurant
138,"POLYGON ((-122.40513377994644 37.80598434406468, -122.405474 37.8068813, -122.4041593 37.8069704, -122.40513377994644 37.80598434406468))","restaurant, american, ferry terminal, wheelchair, cafe",Cluster # 138: ['Alcatraz Landing' 'Montgomery Street'],POINT (-122.40492235998215 37.80661201468823),-122.40492235998215,37.80661201468823,restaurant
139,"POLYGON ((-122.4329789 37.7609248, -122.4322464 37.7627958, -122.430737 37.7642726, -122.4291761 37.7646048, -122.4283567 37.7630122, -122.4286683 37.762776, -122.4308306 37.7612626, -122.4329789 37.7609248))","restaurant, wheelchair, cafe, diet:vegetarian, outdoor seating",Cluster # 139: 16th Street,POINT (-122.43062508597862 37.76275349831704),-122.43062508597862,37.76275349831704,restaurant
140,"POLYGON ((-122.4238831 37.7712208, -122.4255253 37.7735635, -122.42473155788072 37.77398003164742, -122.4238527 37.7742072, -122.4223226 37.7742299, -122.42161499755558 37.77360671745425, -122.4213497 37.7732653, -122.42142076517682 37.77227280690742, -122.42230141993252 37.771690599482305, -122.4238831 37.7712208))","restaurant, place of worship, cafe, outdoor seating, bar",Cluster # 140: Market Street,POINT (-122.42327329894678 37.772905180493154),-122.42327329894678,37.772905180493154,restaurant
141,"POLYGON ((-122.398412 37.7649318, -122.3990225818896 37.76495460017313, -122.3998625 37.7650661, -122.399908 37.7651806, -122.4005752 37.7676342, -122.399683 37.7680641, -122.3992358 37.7680298, -122.3971658 37.766574, -122.398412 37.7649318))","cafe, wheelchair, bicycle rental, restaurant, vending machine",Cluster # 141: 17th Street,POINT (-122.39903610445512 37.76647487954353),-122.39903610445512,37.76647487954353,cafe
142,"POLYGON ((-122.4299824 37.713618, -122.4349716 37.7138207, -122.435997 37.7138712, -122.4369246 37.7143665, -122.43482884602577 37.71542898553791, -122.43164330783681 37.71636309877606, -122.4299824 37.713618))","bar, religion christian, place of worship, mexican, community centre",Cluster # 142: Geneva Avenue,POINT (-122.43313712703437 37.71471613518245),-122.43313712703437,37.71471613518245,bar
143,"POLYGON ((-122.5006988 37.7383267, -122.4991209 37.7421532, -122.4990662 37.7421556, -122.4985695 37.7421772, -122.4972843 37.7419661, -122.49842522017815 37.73939080433417, -122.5006988 37.7383267))","restaurant, place of worship, denomination catholic, seafood, religion christian",Cluster # 143: Taraval Street,POINT (-122.49893717543773 37.74047808681736),-122.49893717543773,37.74047808681736,restaurant
